ref|NP_081013.1|	ref|NP_116147.1|	100.0	110	0	0	1	110	1	110	8.7e-65	245.7
ref|NP_080140.1|	ref|NP_060722.2|	90.6	350	33	0	1	350	1	350	7.8e-184	642.9
ref|NP_080140.1|	ref|XP_011508019.1|	90.3	339	33	0	12	350	97	435	4.9e-178	623.6
ref|NP_080140.1|	ref|NP_001185791.1|	90.3	339	33	0	12	350	73	411	4.9e-178	623.6
ref|NP_080140.1|	ref|XP_005273234.1|	91.9	273	22	0	78	350	1	273	1.7e-146	518.8
ref|NP_080140.1|	ref|XP_016857125.1|	91.9	273	22	0	78	350	1	273	1.7e-146	518.8
ref|NP_080140.1|	ref|XP_016857124.1|	91.1	237	21	0	114	350	44	280	7.4e-126	450.3
ref|NP_080140.1|	ref|XP_016857124.1|	80.4	46	9	0	1	46	1	46	2.2e-13	76.6
ref|NP_080140.1|	ref|XP_016857123.1|	91.1	237	21	0	114	350	129	365	7.4e-126	450.3
ref|NP_080140.1|	ref|XP_016857123.1|	74.3	35	9	0	12	46	97	131	1.4e-07	57.4
ref|NP_080140.1|	ref|XP_016857126.1|	88.2	212	25	0	1	212	1	212	3.0e-103	375.2
ref|NP_080140.1|	ref|XP_011508020.1|	87.6	201	25	0	12	212	97	297	1.9e-97	355.9
ref|NP_001192085.1|	ref|XP_016856988.1|	79.1	306	37	1	1	279	1	306	1.5e-137	488.8
ref|NP_001192085.1|	ref|NP_061855.1|	79.1	306	37	1	1	279	1	306	1.5e-137	488.8
ref|NP_001192085.1|	ref|XP_016856989.1|	89.5	220	23	0	60	279	28	247	4.7e-115	414.1
ref|NP_001192085.1|	ref|XP_016856990.1|	89.5	220	23	0	60	279	28	247	4.7e-115	414.1
ref|NP_001192085.1|	ref|XP_011526573.1|	48.7	279	137	2	1	279	1	273	2.4e-71	268.9
ref|NP_001192085.1|	ref|XP_011526572.1|	43.2	310	137	4	1	279	1	302	4.4e-65	248.1
ref|NP_001192085.1|	ref|NP_001308368.1|	43.2	310	137	4	1	279	1	302	4.4e-65	248.1
ref|NP_001192085.1|	ref|NP_076934.1|	43.2	310	137	4	1	279	1	302	4.4e-65	248.1
ref|NP_001192085.1|	ref|NP_001308369.1|	37.9	285	149	7	1	279	1	263	2.9e-40	165.6
ref|NP_666344.1|	ref|NP_543142.2|	52.6	553	261	1	1	552	1	553	5.2e-166	584.3
ref|NP_666344.1|	ref|NP_955384.3|	54.0	531	244	0	1	531	1	531	3.1e-163	575.1
ref|NP_666344.1|	ref|XP_016873176.1|	54.0	531	244	0	1	531	1	531	3.1e-163	575.1
ref|NP_666344.1|	ref|NP_001034841.3|	52.2	540	258	0	1	540	1	540	1.0e-161	570.1
ref|NP_666344.1|	ref|XP_011543318.1|	52.2	540	258	0	1	540	1	540	1.0e-161	570.1
ref|NP_666344.1|	ref|XP_016873173.1|	51.2	561	244	1	1	531	1	561	1.8e-158	559.3
ref|NP_666344.1|	ref|XP_016873174.1|	51.2	561	244	1	1	531	1	561	1.8e-158	559.3
ref|NP_666344.1|	ref|XP_016873175.1|	51.2	561	244	1	1	531	1	561	1.8e-158	559.3
ref|NP_666344.1|	ref|NP_001129978.2|	50.7	552	272	0	1	552	1	552	6.8e-158	557.4
ref|NP_666344.1|	ref|XP_016873188.1|	51.8	488	235	0	53	540	1	488	1.0e-142	506.9
ref|NP_666344.1|	ref|XP_016872648.1|	54.3	433	197	1	1	432	1	433	6.8e-134	477.6
ref|NP_666344.1|	ref|XP_016873190.1|	54.5	382	174	0	1	382	1	382	1.3e-121	436.8
ref|NP_666344.1|	ref|NP_653186.2|	42.4	531	306	0	1	531	1	531	3.8e-116	418.7
ref|NP_666344.1|	ref|XP_016873191.1|	55.2	357	160	0	1	357	1	357	3.2e-115	415.6
ref|NP_666344.1|	ref|NP_060954.1|	42.2	548	310	5	1	546	1	543	6.0e-114	411.4
ref|NP_666344.1|	ref|XP_006718493.1|	40.5	556	306	1	1	531	1	556	2.5e-112	406.0
ref|NP_666344.1|	ref|XP_006718494.1|	40.3	521	286	1	36	531	1	521	8.7e-105	380.9
ref|NP_666344.1|	ref|NP_004781.2|	37.0	540	329	3	1	540	1	529	1.0e-97	357.5
ref|NP_666344.1|	ref|NP_695008.1|	36.6	549	335	4	1	547	1	538	6.7e-97	354.8
ref|NP_666344.1|	ref|XP_016874051.1|	36.5	550	335	5	1	547	1	539	1.6e-95	350.1
ref|NP_666344.1|	ref|XP_016873181.1|	44.1	424	202	2	108	531	1	389	2.8e-95	349.4
ref|NP_666344.1|	ref|XP_016873179.1|	47.9	365	190	0	167	531	72	436	2.4e-94	346.3
ref|NP_666344.1|	ref|XP_016873180.1|	47.9	365	190	0	167	531	72	436	2.4e-94	346.3
