ref|NP_001159534.1|	ref|NP_001041706.1|	97.3	73	2	0	1	73	1	73	1.3e-37	154.8
ref|NP_001159534.1|	ref|NP_077268.1|	97.3	73	2	0	1	73	1	73	1.3e-37	154.8
ref|NP_001011535.1|	ref|NP_001004124.1|	62.1	301	114	0	1	301	1	301	4.5e-111	401.0
ref|NP_001011535.1|	ref|NP_001004059.2|	60.7	300	118	0	1	300	1	300	6.3e-105	380.6
ref|NP_001011535.1|	ref|NP_001005470.1|	53.0	300	141	0	1	300	1	300	9.4e-93	340.1
ref|NP_001011535.1|	ref|NP_001004727.1|	53.4	294	137	0	7	300	1	294	3.3e-90	331.6
ref|NP_001011535.1|	ref|NP_001001920.1|	51.5	301	145	1	1	300	55	355	9.7e-90	330.1
ref|NP_001011535.1|	ref|NP_001004700.2|	51.0	300	147	0	1	300	1	300	7.0e-88	323.9
ref|NP_001011535.1|	ref|NP_001004702.1|	50.0	300	150	0	1	300	28	327	3.5e-87	321.6
ref|NP_001011535.1|	ref|NP_751944.1|	48.8	299	152	1	2	299	4	302	1.3e-86	319.7
ref|NP_001011535.1|	ref|NP_001005512.2|	50.0	300	150	0	1	300	1	300	5.0e-86	317.8
ref|NP_001011535.1|	ref|NP_001335200.1|	50.2	293	143	2	9	300	11	301	5.5e-85	314.3
ref|NP_001011535.1|	ref|NP_001004725.1|	49.5	301	150	2	1	300	1	300	7.2e-85	313.9
ref|NP_001011535.1|	ref|NP_001005270.3|	50.3	300	149	0	1	300	1	300	1.6e-84	312.8
ref|NP_001011535.1|	ref|NP_001004704.1|	49.7	300	151	0	1	300	1	300	4.7e-84	311.2
ref|NP_001011535.1|	ref|NP_001335152.1|	48.7	298	145	1	6	303	29	318	6.1e-84	310.8
ref|NP_001011535.1|	ref|NP_001005275.1|	47.7	300	157	0	1	300	31	330	6.7e-83	307.4
ref|NP_001011535.1|	ref|NP_001001912.2|	48.0	296	154	0	4	299	6	301	2.0e-82	305.8
ref|NP_001011535.1|	ref|NP_001004706.1|	48.1	293	152	0	7	299	9	301	3.3e-82	305.1
ref|NP_001011535.1|	ref|NP_001001955.2|	48.5	299	154	0	1	299	1	299	3.3e-82	305.1
ref|NP_001011535.1|	ref|NP_001004701.2|	48.0	300	156	0	1	300	1	300	5.7e-82	304.3
ref|NP_001011535.1|	ref|NP_001005513.1|	49.0	298	152	0	6	303	3	300	1.7e-81	302.8
ref|NP_001011535.1|	ref|NP_001004711.1|	47.8	299	153	1	4	299	3	301	8.2e-81	300.4
ref|NP_001011535.1|	ref|NP_001004724.1|	44.8	299	165	0	7	305	9	307	2.4e-80	298.9
ref|NP_001011535.1|	ref|NP_001004703.1|	49.2	299	152	0	1	299	1	299	3.1e-80	298.5
ref|NP_001011535.1|	ref|NP_001004723.1|	46.6	294	157	0	7	300	9	302	3.1e-80	298.5
ref|NP_001011535.1|	ref|NP_001335195.1|	47.6	296	155	0	4	299	16	311	5.3e-80	297.7
ref|NP_666855.1|	ref|NP_001004735.1|	79.2	307	64	0	7	313	7	313	2.6e-138	491.5
ref|NP_666855.1|	ref|NP_001001952.1|	67.1	298	98	0	14	311	13	310	9.0e-115	413.3
ref|NP_666855.1|	ref|NP_001005496.1|	65.2	305	106	0	5	309	5	309	3.0e-110	398.3
ref|NP_666855.1|	ref|NP_001001967.1|	58.5	311	129	0	1	311	1	311	1.6e-103	375.9
ref|NP_666855.1|	ref|NP_001004738.1|	56.7	305	132	0	7	311	5	309	2.5e-96	352.1
ref|NP_666855.1|	ref|NP_001004739.1|	55.7	305	135	0	7	311	5	309	3.3e-93	341.7
ref|NP_666855.1|	ref|NP_001004733.1|	50.7	304	149	1	4	307	1	303	5.7e-85	314.3
ref|NP_666855.1|	ref|NP_006628.1|	48.9	305	156	0	7	311	7	311	5.0e-81	301.2
ref|NP_666855.1|	ref|NP_001002917.1|	50.2	301	150	0	7	307	5	305	6.5e-81	300.8
ref|NP_666855.1|	ref|NP_001005211.1|	48.3	300	155	0	7	306	5	304	1.2e-79	296.6
ref|NP_666855.1|	ref|NP_001001960.1|	50.7	300	148	0	7	306	5	304	1.6e-79	296.2
ref|NP_666855.1|	ref|NP_001005197.1|	48.8	301	154	0	7	307	5	305	1.6e-79	296.2
ref|NP_666855.1|	ref|NP_001005204.1|	47.0	302	160	0	6	307	4	305	2.7e-79	295.4
ref|NP_666855.1|	ref|NP_001013374.2|	47.1	306	154	2	6	307	4	305	3.6e-79	295.0
ref|NP_666855.1|	ref|NP_001004745.1|	47.5	305	159	1	4	307	13	317	4.7e-79	294.7
ref|NP_666855.1|	ref|NP_001004744.1|	47.2	301	159	0	5	305	3	303	4.7e-79	294.7
ref|NP_666855.1|	ref|NP_001013375.1|	46.2	303	163	0	5	307	3	305	1.4e-78	293.1
ref|NP_666855.1|	ref|NP_001004058.2|	48.7	300	154	0	7	306	5	304	2.3e-78	292.4
ref|NP_666855.1|	ref|NP_001005218.1|	51.5	295	142	1	14	308	10	303	3.0e-78	292.0
ref|NP_666855.1|	ref|NP_001005492.1|	49.8	301	151	0	7	307	5	305	6.8e-78	290.8
ref|NP_666855.1|	ref|NP_001001921.1|	46.1	304	164	0	4	307	2	305	6.8e-78	290.8
ref|NP_666855.1|	ref|NP_001002905.1|	46.8	301	160	0	7	307	5	305	1.2e-77	290.0
ref|NP_666855.1|	ref|NP_001005205.2|	47.3	296	155	1	14	308	12	307	3.4e-77	288.5
ref|NP_666855.1|	ref|NP_001005566.1|	45.2	301	165	0	7	307	3	303	3.4e-77	288.5
ref|NP_666855.1|	ref|NP_001005202.1|	47.8	299	155	1	7	305	5	302	4.4e-77	288.1
ref|NP_666887.1|	ref|NP_001005243.1|	88.2	313	37	0	1	313	23	335	1.0e-158	559.3
ref|NP_666887.1|	ref|NP_006628.1|	49.7	304	151	1	8	309	7	310	1.1e-83	310.1
ref|NP_666887.1|	ref|NP_001004733.1|	48.5	305	155	1	8	310	3	307	1.4e-83	309.7
ref|NP_666887.1|	ref|NP_001004730.1|	48.2	307	157	1	5	309	2	308	4.1e-83	308.1
ref|NP_666887.1|	ref|NP_001001952.1|	47.6	311	157	2	3	311	5	311	1.3e-81	303.1
ref|NP_666887.1|	ref|NP_001002925.1|	48.8	303	153	1	8	308	11	313	2.2e-81	302.4
ref|NP_666887.1|	ref|NP_001013375.1|	47.7	304	157	1	8	309	5	308	2.2e-81	302.4
ref|NP_666887.1|	ref|NP_001003750.1|	48.2	307	156	2	7	311	4	309	1.1e-80	300.1
ref|NP_666887.1|	ref|NP_001013374.2|	47.8	301	155	1	8	306	5	305	1.2e-79	296.6
ref|NP_666887.1|	ref|NP_001005204.1|	46.7	304	160	1	8	309	5	308	1.6e-79	296.2
ref|NP_666887.1|	ref|NP_001004739.1|	46.7	304	160	1	8	309	5	308	6.1e-79	294.3
ref|NP_666887.1|	ref|NP_001004728.1|	50.2	305	150	1	8	310	8	312	7.9e-79	293.9
ref|NP_666887.1|	ref|NP_001002905.1|	45.3	307	166	1	8	312	5	311	1.0e-78	293.5
ref|NP_666887.1|	ref|NP_001005284.1|	47.4	304	158	1	3	304	15	318	3.0e-78	292.0
ref|NP_666887.1|	ref|NP_001004738.1|	46.1	304	162	1	8	309	5	308	5.1e-78	291.2
ref|NP_666887.1|	ref|NP_001002918.1|	46.4	302	160	1	6	305	3	304	6.7e-78	290.8
ref|NP_666887.1|	ref|NP_001002917.1|	47.0	304	159	1	8	309	5	308	6.7e-78	290.8
ref|NP_666887.1|	ref|NP_001001954.1|	46.9	303	159	1	8	308	6	308	1.1e-77	290.0
ref|NP_666887.1|	ref|NP_001005218.1|	47.2	303	157	2	8	308	3	304	4.3e-77	288.1
ref|NP_666887.1|	ref|NP_110503.3|	47.1	306	160	1	5	308	2	307	9.7e-77	287.0
ref|NP_666887.1|	ref|XP_011513232.1|	47.1	306	160	1	5	308	2	307	9.7e-77	287.0
ref|NP_666887.1|	ref|XP_011513231.1|	47.1	306	160	1	5	308	2	307	9.7e-77	287.0
ref|NP_666887.1|	ref|NP_001004736.2|	45.1	304	165	1	8	309	5	308	1.6e-76	286.2
ref|NP_666887.1|	ref|NP_001005205.2|	48.0	302	154	1	8	306	5	306	1.6e-76	286.2
ref|NP_666887.1|	ref|NP_036510.1|	47.4	306	159	1	8	311	5	310	2.8e-76	285.4
ref|NP_032655.1|	ref|XP_011536663.1|	99.4	362	2	0	1	362	1	362	4.8e-213	740.0
ref|NP_032655.1|	ref|NP_002433.1|	99.4	362	2	0	1	362	1	362	4.8e-213	740.0
