ref|NP_001011662.2|	ref|NP_001005517.1|	78.3	309	67	0	1	309	1	309	6.4e-145	513.5
ref|NP_001011662.2|	ref|NP_001004736.2|	70.2	305	88	2	1	302	1	305	2.1e-127	455.3
ref|NP_001011662.2|	ref|NP_001005516.1|	70.8	322	86	4	1	316	1	320	2.7e-127	454.9
ref|NP_001011662.2|	ref|NP_001004737.1|	68.9	305	92	2	1	302	1	305	3.7e-124	444.5
ref|NP_001011662.2|	ref|NP_473447.1|	53.0	302	139	2	5	303	7	308	1.5e-88	326.2
ref|NP_001011662.2|	ref|NP_001005482.1|	54.6	306	136	2	1	303	6	311	1.9e-88	325.9
ref|NP_001011662.2|	ref|NP_001005338.1|	52.9	308	142	2	1	305	1	308	3.2e-88	325.1
ref|NP_001011662.2|	ref|NP_001005515.1|	52.3	306	143	2	1	303	1	306	2.1e-87	322.4
ref|NP_001011662.2|	ref|XP_011511420.1|	51.6	308	146	2	1	305	1	308	2.0e-85	315.8
ref|NP_001011662.2|	ref|NP_001005479.1|	51.6	308	146	2	1	305	17	324	2.0e-85	315.8
ref|NP_001011662.2|	ref|NP_001005514.1|	51.6	310	147	2	1	307	1	310	2.6e-85	315.5
ref|NP_001011662.2|	ref|NP_001001921.1|	46.7	306	160	2	1	303	1	306	5.5e-80	297.7
ref|NP_001011662.2|	ref|NP_001004733.1|	48.5	301	152	2	5	302	3	303	2.3e-78	292.4
ref|NP_001011662.2|	ref|NP_006628.1|	46.5	303	159	2	5	304	7	309	5.2e-78	291.2
ref|NP_001011662.2|	ref|NP_001004738.1|	47.6	311	158	3	1	306	1	311	2.8e-76	285.4
ref|NP_001011662.2|	ref|NP_001002905.1|	45.7	313	161	3	1	307	1	310	4.9e-76	284.6
ref|NP_001011662.2|	ref|NP_001004739.1|	47.3	311	159	3	1	306	1	311	6.3e-76	284.3
ref|NP_001011662.2|	ref|NP_001005197.1|	47.0	302	157	2	5	303	5	306	8.3e-76	283.9
ref|NP_001011662.2|	ref|NP_001005467.1|	46.8	301	156	3	5	302	5	304	2.4e-75	282.3
ref|NP_001011662.2|	ref|XP_016873207.1|	46.8	301	156	3	5	302	5	304	2.4e-75	282.3
ref|NP_001011662.2|	ref|XP_016873206.1|	46.8	301	156	3	5	302	5	304	2.4e-75	282.3
ref|NP_001011662.2|	ref|XP_016873205.1|	46.8	301	156	3	5	302	5	304	2.4e-75	282.3
ref|NP_001011662.2|	ref|NP_001005468.1|	46.8	301	156	3	5	302	5	304	4.1e-75	281.6
ref|NP_001011662.2|	ref|XP_016873025.1|	46.8	301	156	3	5	302	5	304	4.1e-75	281.6
ref|NP_001011662.2|	ref|XP_016873024.1|	46.8	301	156	3	5	302	5	304	4.1e-75	281.6
ref|NP_032167.1|	ref|XP_011539566.1|	95.8	354	15	0	1	354	1	354	9.6e-198	689.1
ref|NP_032167.1|	ref|NP_005263.1|	95.8	354	15	0	1	354	1	354	9.6e-198	689.1
