ref|NP_444463.2|	ref|NP_776257.1|	33.4	311	162	8	9	297	50	337	8.7e-35	147.5
ref|NP_444463.2|	ref|XP_011525187.1|	32.2	276	185	2	11	284	14	289	1.5e-26	120.2
ref|NP_444463.2|	ref|NP_776256.2|	32.2	276	185	2	11	284	14	289	1.5e-26	120.2
ref|NP_444463.2|	ref|NP_778145.2|	30.1	296	194	8	2	290	6	295	1.0e-22	107.5
ref|NP_444463.2|	ref|XP_016882217.1|	38.2	152	93	1	84	234	4	155	1.8e-16	86.7
ref|NP_444463.2|	ref|XP_016882218.1|	38.2	152	93	1	84	234	4	155	1.8e-16	86.7
ref|NP_444463.2|	ref|XP_016882219.1|	38.2	152	93	1	84	234	4	155	1.8e-16	86.7
ref|NP_666398.1|	ref|NP_001005466.2|	62.4	295	110	1	9	302	13	307	1.3e-105	382.9
ref|NP_666398.1|	ref|NP_001005465.1|	59.7	303	121	1	1	302	1	303	6.6e-102	370.5
ref|NP_666398.1|	ref|NP_001004462.1|	57.2	299	127	1	5	302	3	301	9.8e-98	356.7
ref|NP_666398.1|	ref|NP_001001953.1|	56.9	295	126	1	9	302	7	301	4.9e-97	354.4
ref|NP_666398.1|	ref|NP_001004463.1|	56.5	299	129	1	5	302	3	301	1.2e-95	349.7
ref|NP_666398.1|	ref|NP_001004474.1|	57.0	302	129	1	2	302	15	316	2.5e-93	342.0
ref|NP_666398.1|	ref|NP_001004464.1|	53.2	299	139	1	5	302	3	301	2.9e-89	328.6
ref|NP_666398.1|	ref|NP_001001912.2|	49.7	302	151	1	1	302	1	301	3.0e-86	318.5
ref|NP_666398.1|	ref|NP_001004059.2|	48.1	297	153	1	8	304	6	301	4.7e-84	311.2
ref|NP_666398.1|	ref|NP_001304036.1|	49.3	304	152	2	5	307	8	310	1.4e-83	309.7
ref|NP_666398.1|	ref|XP_016855814.1|	49.8	303	150	1	1	301	1	303	4.0e-83	308.1
ref|NP_666398.1|	ref|NP_001005185.1|	49.8	303	150	1	1	301	1	303	4.0e-83	308.1
ref|NP_666398.1|	ref|XP_016855815.1|	49.8	303	150	1	1	301	1	303	4.0e-83	308.1
ref|NP_666398.1|	ref|XP_016855816.1|	49.8	303	150	1	1	301	1	303	4.0e-83	308.1
ref|NP_666398.1|	ref|NP_751944.1|	48.5	303	154	2	1	302	1	302	1.2e-82	306.6
ref|NP_666398.1|	ref|NP_001005500.1|	48.5	303	155	1	1	302	1	303	4.4e-82	304.7
ref|NP_666398.1|	ref|NP_001004684.1|	48.4	306	156	1	1	304	17	322	7.1e-80	297.4
ref|NP_666398.1|	ref|NP_001335195.1|	47.7	302	157	1	1	302	11	311	1.2e-79	296.6
ref|NP_666398.1|	ref|NP_001004712.1|	47.6	307	159	2	1	306	1	306	4.6e-79	294.7
ref|NP_666398.1|	ref|NP_001005280.1|	48.5	299	152	1	5	301	5	303	3.0e-78	292.0
ref|NP_666398.1|	ref|NP_001001920.1|	47.5	299	155	2	5	302	57	354	5.1e-78	291.2
ref|NP_666398.1|	ref|NP_001005512.2|	47.8	295	153	1	8	302	6	299	6.6e-78	290.8
ref|NP_666398.1|	ref|NP_001004714.1|	47.5	301	157	1	1	301	1	300	6.6e-78	290.8
ref|NP_666398.1|	ref|NP_001004703.1|	45.4	304	165	1	5	308	3	305	6.6e-78	290.8
ref|NP_666398.1|	ref|NP_001005470.1|	45.8	301	162	1	7	307	5	304	6.6e-78	290.8
ref|NP_663749.1|	ref|NP_775283.1|	97.0	270	8	0	1	270	1	270	1.4e-153	542.0
ref|NP_663749.1|	ref|NP_055406.2|	91.6	285	9	1	1	270	1	285	5.7e-150	530.0
ref|NP_663749.1|	ref|XP_006717875.1|	96.9	255	8	0	1	255	1	255	7.2e-145	513.1
ref|NP_663749.1|	ref|NP_775284.1|	90.4	270	8	1	1	270	1	252	1.5e-139	495.4
ref|NP_663749.1|	ref|XP_005269786.1|	89.8	255	8	1	1	255	1	237	7.7e-131	466.5
ref|NP_663749.1|	ref|NP_775286.1|	97.0	199	6	0	72	270	27	225	5.2e-111	400.6
ref|NP_663749.1|	ref|NP_775287.1|	97.4	196	5	0	75	270	25	220	9.8e-110	396.4
ref|NP_663749.1|	ref|NP_775287.1|	95.8	24	1	0	1	24	1	24	1.7e-05	50.1
