ref|NP_001165525.1|	ref|NP_001136256.1|	83.5	424	68	1	1	424	1	422	2.4e-211	734.6
ref|NP_667234.1|	ref|NP_003545.1|	70.8	318	84	1	1	309	1	318	1.7e-126	452.2
ref|NP_667234.1|	ref|NP_003544.2|	71.8	309	87	0	1	309	1	309	1.5e-125	449.1
ref|NP_667234.1|	ref|NP_001004452.1|	60.2	304	121	0	1	304	1	304	2.1e-103	375.6
ref|NP_667234.1|	ref|XP_016870112.1|	59.1	301	123	0	1	301	1	301	1.9e-101	369.0
ref|NP_667234.1|	ref|NP_473448.1|	59.1	301	123	0	1	301	1	301	1.9e-101	369.0
ref|NP_667234.1|	ref|NP_001004451.1|	56.4	307	134	0	1	307	1	307	6.9e-99	360.5
ref|NP_667234.1|	ref|XP_011520808.1|	54.8	305	138	0	1	305	11	315	2.7e-95	348.6
ref|NP_667234.1|	ref|NP_036492.1|	54.8	305	138	0	1	305	1	305	2.7e-95	348.6
ref|NP_667234.1|	ref|XP_011520809.1|	54.8	305	138	0	1	305	1	305	2.7e-95	348.6
ref|NP_667234.1|	ref|NP_036495.1|	53.9	306	141	0	5	310	3	308	3.0e-94	345.1
ref|NP_667234.1|	ref|NP_001004458.1|	52.6	312	148	0	1	312	14	325	6.2e-92	337.4
ref|NP_667234.1|	ref|NP_001004457.1|	54.2	297	136	0	5	301	22	318	1.4e-91	336.3
ref|NP_667234.1|	ref|NP_036509.1|	54.1	307	140	1	1	307	1	306	1.3e-89	329.7
ref|NP_667234.1|	ref|NP_001005191.1|	52.4	309	147	0	1	309	1	309	2.9e-89	328.6
ref|NP_667234.1|	ref|NP_036485.2|	51.8	307	148	0	1	307	1	307	2.9e-89	328.6
ref|NP_667234.1|	ref|XP_011526214.1|	54.2	301	138	0	1	301	1	301	3.8e-89	328.2
ref|NP_667234.1|	ref|NP_001004459.1|	51.0	312	153	0	1	312	14	325	3.8e-89	328.2
ref|NP_667234.1|	ref|NP_059976.1|	54.2	301	138	0	1	301	1	301	3.8e-89	328.2
ref|NP_667234.1|	ref|XP_016882072.1|	54.2	301	138	0	1	301	45	345	3.8e-89	328.2
ref|NP_667234.1|	ref|XP_011526215.1|	54.2	301	138	0	1	301	1	301	3.8e-89	328.2
ref|NP_667234.1|	ref|NP_001335130.1|	66.0	241	82	0	58	298	2	242	8.4e-89	327.0
ref|NP_667234.1|	ref|XP_011526217.1|	53.4	307	143	0	1	307	51	357	3.2e-88	325.1
ref|NP_667234.1|	ref|XP_005259910.1|	53.4	307	143	0	1	307	1	307	3.2e-88	325.1
ref|NP_667234.1|	ref|NP_945182.1|	53.4	307	143	0	1	307	1	307	3.2e-88	325.1
ref|NP_667234.1|	ref|NP_787079.1|	52.8	307	145	0	1	307	1	307	5.4e-88	324.3
ref|NP_001264029.1|	ref|NP_001307520.1|	92.2	706	55	0	1	706	1	706	0.0e+00	1318.5
ref|NP_001264029.1|	ref|NP_058432.1|	92.2	706	55	0	1	706	1	706	0.0e+00	1318.5
ref|NP_001264029.1|	ref|NP_001307522.1|	92.2	706	55	0	1	706	1	706	0.0e+00	1318.5
ref|NP_001264029.1|	ref|NP_001307521.1|	92.2	706	55	0	1	706	1	706	0.0e+00	1318.5
ref|NP_001264029.1|	ref|NP_001112.2|	88.5	706	49	1	1	706	1	674	0.0e+00	1253.0
ref|NP_001264029.1|	ref|NP_063968.1|	88.5	706	49	1	1	706	1	674	0.0e+00	1253.0
ref|NP_001264029.1|	ref|NP_001307523.1|	92.2	628	49	0	79	706	1	628	0.0e+00	1169.1
ref|NP_001264029.1|	ref|NP_001171983.1|	54.4	732	302	9	1	706	1	726	5.0e-222	770.8
ref|NP_001264029.1|	ref|XP_011530804.1|	54.4	732	302	9	1	706	1	726	5.0e-222	770.8
ref|NP_001264029.1|	ref|NP_001608.1|	54.4	732	302	9	1	706	1	726	5.0e-222	770.8
ref|NP_001264029.1|	ref|NP_059522.1|	58.3	590	231	5	1	581	1	584	9.1e-200	696.8
ref|NP_001264029.1|	ref|XP_016863196.1|	51.0	749	304	14	1	701	1	734	8.6e-198	690.3
ref|NP_001264029.1|	ref|XP_016863195.1|	51.0	749	304	14	1	701	1	734	8.6e-198	690.3
ref|NP_001264029.1|	ref|NP_001110.2|	51.0	749	304	14	1	701	1	734	8.6e-198	690.3
ref|NP_001264029.1|	ref|NP_059516.2|	59.6	539	212	2	1	539	1	533	4.5e-191	667.9
ref|NP_001264029.1|	ref|NP_001171984.1|	59.6	539	212	2	1	539	17	549	4.5e-191	667.9
ref|NP_001264029.1|	ref|XP_016863199.1|	54.1	632	256	9	1	610	1	620	4.0e-187	654.8
ref|NP_001264029.1|	ref|XP_016863198.1|	54.1	632	256	9	1	610	1	620	4.0e-187	654.8
ref|NP_001264029.1|	ref|NP_054909.2|	54.1	632	256	9	1	610	1	620	4.0e-187	654.8
ref|NP_001264029.1|	ref|XP_005247992.1|	58.7	543	202	7	1	533	1	531	1.1e-179	630.2
