ref|NP_001098542.1|	ref|XP_016862813.1|	32.0	815	504	14	73	847	69	873	1.1e-106	387.9
ref|NP_001098542.1|	ref|XP_006713852.1|	32.0	815	504	14	73	847	69	873	1.1e-106	387.9
ref|NP_001098542.1|	ref|XP_016862814.1|	32.0	815	504	14	73	847	69	873	1.1e-106	387.9
ref|NP_001098542.1|	ref|NP_000379.2|	32.0	815	504	14	73	847	69	873	1.1e-106	387.9
ref|NP_001098542.1|	ref|NP_001171536.1|	31.6	825	504	15	73	847	69	883	3.0e-104	379.8
ref|NP_001098542.1|	ref|XP_005247894.1|	32.8	717	440	9	166	847	3	712	1.4e-101	370.9
ref|NP_001098542.1|	ref|XP_016865964.1|	28.5	713	459	20	166	851	119	807	1.1e-74	281.6
ref|NP_001098542.1|	ref|NP_683766.2|	28.5	713	459	20	166	851	166	854	1.1e-74	281.6
ref|NP_001098542.1|	ref|NP_001273283.1|	36.2	345	211	7	510	851	341	679	2.7e-57	223.8
ref|NP_001098542.1|	ref|NP_001273284.1|	36.4	341	208	7	514	851	449	783	4.7e-57	223.0
ref|NP_001098542.1|	ref|XP_006718891.1|	27.2	448	307	8	398	841	400	832	1.4e-45	184.9
ref|NP_001098542.1|	ref|XP_011541094.1|	27.2	448	307	8	398	841	400	832	1.4e-45	184.9
ref|NP_001098542.1|	ref|XP_016873116.1|	27.2	448	307	8	398	841	400	832	1.4e-45	184.9
ref|NP_001098542.1|	ref|NP_001137303.1|	27.2	448	307	8	398	841	400	832	1.4e-45	184.9
ref|NP_001098542.1|	ref|NP_000833.1|	27.2	448	307	8	398	841	400	832	1.4e-45	184.9
ref|NP_001098542.1|	ref|XP_016866272.1|	25.6	449	313	10	398	841	413	845	8.0e-41	169.1
ref|NP_001098542.1|	ref|XP_011534084.1|	25.6	449	313	10	398	841	413	845	8.0e-41	169.1
ref|NP_001098542.1|	ref|XP_016866273.1|	25.6	449	313	10	398	841	413	845	8.0e-41	169.1
ref|NP_001098542.1|	ref|XP_016866274.1|	25.6	449	313	10	398	841	413	845	8.0e-41	169.1
ref|NP_001098542.1|	ref|XP_016866275.1|	25.6	449	313	10	398	841	413	845	8.0e-41	169.1
ref|NP_001098542.1|	ref|XP_016866276.1|	25.6	449	313	10	398	841	413	845	8.0e-41	169.1
ref|NP_001098542.1|	ref|XP_016866277.1|	25.6	449	313	10	398	841	4	436	8.0e-41	169.1
ref|NP_001098542.1|	ref|NP_001264996.1|	25.6	449	313	10	398	841	413	845	8.0e-41	169.1
ref|NP_001098542.1|	ref|NP_001264993.1|	25.6	449	313	10	398	841	413	845	8.0e-41	169.1
ref|NP_001098542.1|	ref|NP_001264995.1|	25.6	449	313	10	398	841	413	845	8.0e-41	169.1
ref|NP_001165210.1|	ref|NP_001165886.1|	80.4	214	42	0	6	219	17	230	8.2e-91	333.2
